Artikelid,Namn,Namn2,Varugrupp,Varnummer,Prisinklmoms,Ursprung,Producent,Argang,Alkoholhalt,Typ,RavarorBeskrivning
41807,Boira',Sangiovese,Rott vin,32431,95.0,Marche,Cantine Volpi,2016.0,13.00%,Fruktigt & Smakrikt,Sangiovese.
41808,KWV Chardonnay,,Vitt vin,7055,219.0,Western Cape,KWV,2017.0,13.50%,Friskt & Fruktigt,Chardonnay.
418361,Divinum,,Vitt vin,73593,295.0,Toscana,Fattoria Sant' Appiano,1999.0,16.50%,Sott,
418796,Mumm,Brut Millesime,Mousserande vin,77153,469.0,Champagne,Mumm,2008.0,12.50%,Vitt Torrt,
41888,i Castei,Ripasso,Rott vin,22409,119.0,Venetien,Castellani,2015.0,14.00%,Kryddigt & Mustigt,"75% corvina, 20% rondinella och 5% molinara."
418908,Santa Carolina,Cellar Selection Sauvignon Blanc,Vitt vin,73626,64.0,Valle Central,Viña Santa Carolina,2016.0,13.00%,Friskt & Fruktigt,Sauvignon blanc.
419256,Leclerc Briant,Cuvee de Reserve,Mousserande vin,77159,249.0,Champagne,Leclerc Briant,,12.00%,Vitt Torrt,
419651,Canto Perlic,Cuvee Monalisa,Vitt vin,73650,201.0,Frankrike sydvast,Canto Perlic,2007.0,13.00%,Sott,
41989,Moët & Chandon,Brut,Mousserande vin,87127,1059.0,Champagne,Moët & Chandon,2006.0,12.50%,Vitt Torrt,
42014,Le Volte,dell'Ornellaia,Rott vin,32472,169.0,Toscana,Ornellaia,2015.0,14.00%,Stramt & Nyanserat,"50% merlot, 30% sangiovese och 20% cabernet sauvignon."
42093,Seghesio,Sonoma Zinfandel,Rott vin,22562,209.0,Kalifornien,Seghesio Family Vineyards,2015.0,15.00%,Fruktigt & Smakrikt,Zinfandel.
42115,Krug,Grande Cuvee,Mousserande vin,87135,815.0,Champagne,Krug,,12.00%,Vitt Torrt,
42116,Launois,Vintage Blanc de Blancs Brut,Mousserande vin,7329,349.0,Champagne,Launois Père et Fils,2010.0,12.00%,Vitt Torrt,Chardonnay.
42136,Fonterutoli,,Rott vin,32229,139.0,Toscana,Marchesi Mazzei,2015.0,13.50%,Stramt & Nyanserat,Sangiovese.
422161,Serras del Priorat,,Rott vin,73685,229.0,Priorat,Clos Figueras,2015.0,14.50%,Stramt & Nyanserat,"65% garnacha, 15% carignan, 10% syrah och 10% cabernet sauvignon."
423021,Billecart-Salmon,Vintage,Mousserande vin,77167,699.0,Champagne,Billecart-Salmon,2007.0,12.00%,Vitt Torrt,
423414,Henriot,Souverain Brut,Mousserande vin,81466,819.0,Champagne,Henriot,,12.00%,Vitt Torrt,
42360,Louis Bouillot,Cremant de Bourgogne Brut,Mousserande vin,7688,125.0,Bourgogne,Louis Bouillot,,12.00%,Vitt Torrt,"60% pinot noir, 35% chardonnay samt 5% aligote och gamay."
424885,Recioto della Valpolicella Classico,Maddalena,Rott vin,73768,239.0,Venetien,Scriani,2011.0,14.00%,Sott,
4251082,Salon,Blanc de Blancs,Mousserande vin,78317,9499.0,Champagne,SalonDelamotte,2006.0,12.00%,Vitt Torrt,
4251110,Baracchi,Vinsento,Vitt vin,77098,410.0,Toscana,Baracchi,2008.0,16.50%,Sott,
4251131,Baracchi,White Sparkling,Mousserande vin,73794,297.0,Toscana,Baracchi,2014.0,13.00%,Vitt Torrt,
4251138,il Tre Fratelli,Chianti,Rott vin,72138,89.0,Toscana,Brandpartners AB,2015.0,13.00%,Kryddigt & Mustigt,Sangiovese.
4251142,Langhe Nebbiolo,Leunin,Rott vin,77488,119.0,Piemonte,Giacosa Fratelli,2016.0,14.00%,Stramt & Nyanserat,Nebbiolo.
425452,Pascual Toso,Alta Malbec,Rott vin,6523,269.0,Cuyo,Pascual Toso,2014.0,14.50%,Fruktigt & Smakrikt,Malbec.
42571,Hardys Nottage Hill,Riesling,Vitt vin,16426,79.0,South Australia,Hardy Wine Company,2016.0,12.00%,Friskt & Fruktigt,Riesling.
42572,Lindemans Bin 40,Merlot,Rott vin,6376,79.0,South Eastern Australia,Lindemans,2016.0,13.50%,Fruktigt & Smakrikt,Merlot.
42573,Lindemans Bin 45,Cabernet Sauvignon,Rott vin,6226,269.0,South Eastern Australia,Lindemans,2017.0,13.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
426076,McManis,Viognier,Vitt vin,6290,99.0,Kalifornien,McManis Family Vineyards,2016.0,13.50%,Fylligt & Smakrikt,Viognier.
426283,Fair & Square,Red,Rott vin,6517,69.0,La Rioja,La Riojana,2016.0,12.50%,Mjukt & Barigt,Syrah.
426293,Fair & Square,White,Vitt vin,6539,68.0,La Rioja,La Riojana,2017.0,12.50%,Druvigt & Blommigt,
4263146,Lindeman's,Gentleman's Collection Shiraz,Rott vin,6831,69.0,South Eastern Australia,Lindemans,2016.0,14.00%,Fruktigt & Smakrikt,Shiraz.
4263216,Fox Creek,Short Row Shiraz,Rott vin,6251,149.0,South Australia,Fox Creek Wines,2015.0,14.50%,Fruktigt & Smakrikt,Shiraz.
4263256,Philippe Deval,Vouvray Brut,Mousserande vin,7922,115.0,Loiredalen,Albert Besombes,2016.0,12.00%,Vitt Torrt,Chenin blanc.
4263261,Folklore,Albariño,Vitt vin,6263,99.0,Rías Baixas,Vining,2016.0,13.00%,Friskt & Fruktigt,Albariño.
4263276,Château de Melin,,Rott vin,5496,145.0,Bourgogne,Domaine Château de Melin,2015.0,13.00%,Kryddigt & Mustigt,Pinot noir.
4263469,Aloers,Xarel-Lo,Vitt vin,94925,169.0,Penedès,Celler Credo,2014.0,12.00%,Fylligt & Smakrikt,Xarel-lo.
4263503,Villa di Capezzana,,Rott vin,90065,259.0,Toscana,Tenuta di Capezzana,2007.0,14.00%,Stramt & Nyanserat,80% sangiovese och 20% cabernet sauvignon.
427716,Zardoz,Cabernet Sauvignon Carmènere,Rott vin,6552,169.0,Maipo,Viña Indomita,2011.0,14.50%,Fruktigt & Smakrikt,90% cabernet sauvignon och 10% carmenère.
428381,Château Fuisse,Cremant de Bourgogne Brut,Mousserande vin,75520,195.0,Bourgogne,Château Fuisse,,12.00%,Vitt Torrt,
428457,Delamotte,Brut Rose,Mousserande vin,75524,599.0,Champagne,Delamotte,,12.00%,Rose,
428626,Palmer & Co,Vintage Brut,Mousserande vin,7867,829.0,Champagne,Palmer & Co,2005.0,12.00%,Vitt Torrt,
428987,Boulder Bank,Sauvignon Blanc,Vitt vin,6367,99.0,Marlborough,Goldschmidt Vineyards,2016.0,12.50%,Friskt & Fruktigt,Sauvignon blanc.
429005,Chapel Hill Spumante,Fruity & Sweet,Mousserande vin,7864,59.0,,Balatonboglár Winery,,7.00%,Vitt Sott,"25% irsai olover, 25% csabagyongye, 25% muscat lunel och 25% muscat ottonel."
4295751,Nuits-Saint-Georges,R. Dubois & Fils,Rott vin,95153,299.0,Bourgogne,R. Dubois & Fils,2012.0,13.00%,Kryddigt & Mustigt,Pinot noir.
4295771,Côte de Brouilly L'Heronde,Domaine Chasselay,Rott vin,95177,169.0,Bourgogne,Domaine Chasselay,2016.0,13.00%,Fruktigt & Smakrikt,Gamay.
429927,Segura Viudas,Brut Rosado,Mousserande vin,7779,59.0,Cava,Segura Viudas,,12.00%,Rose,
430019,Regatta Bay,Tina Chardonnay,Vitt vin,6295,49.0,South Eastern Australia,Giertz Vinimport AB,2015.0,13.00%,Friskt & Fruktigt,Chardonnay.
430343,Camille Savès,Millesime Brut Grand Cru,Mousserande vin,77188,376.0,Champagne,Camille Savès,2009.0,12.00%,Vitt Torrt,
430684,Brancaia,Tre,Rott vin,75501,134.0,Toscana,Brancaia,2015.0,13.50%,Kryddigt & Mustigt,"Sangiovese, merlot och cabernet sauvignon."
43074,Recioto,Serègo Alighieri Casal dei Ronchi,Rott vin,87253,279.0,Venetien,Masi,2012.0,14.00%,Sott,
4310616,Cava Aurèlia,Brut Nature Gran Reserva,Mousserande vin,7923,139.0,Cava,Castell d'Age,2013.0,12.00%,Vitt Torrt,"40% xarel-lo, 40% macabeu, 10% parellada och 10% chardonnay."
4311027,Ops,by Loxarel,Rott vin,2814,89.0,Penedès,AMKA,2015.0,14.50%,Fruktigt & Smakrikt,"40% cabernet sauvignon, 30% syrah, 20% garnacha och 10% merlot."
4311116,Keller,Grüner Silvaner trocken,Vitt vin,90231,135.0,Rheinhessen,Keller,2016.0,12.00%,Friskt & Fruktigt,Silvaner.
4311157,Keller,Riesling Trocken,Vitt vin,96081,162.0,Rheinhessen,Weingut Keller,2016.0,12.00%,Friskt & Fruktigt,Riesling.
4311225,Donnhoff Nahe,Riesling Trocken,Vitt vin,90331,159.0,Nahe,Weingut Hermann Donnhoff,2016.0,10.50%,Friskt & Fruktigt,Riesling.
4311243,1583 Albariño de Fefiñanes,,Vitt vin,96082,189.0,Rías Baixas,Palacio de Fefiñanes,2016.0,13.50%,Friskt & Fruktigt,Albariño.
4311244,Keller Rheinhessen,Riesling von der Fels,Vitt vin,90363,229.0,Rheinhessen,Keller,2016.0,12.50%,Friskt & Fruktigt,Riesling.
4311254,Alvarinho Deu La Deu,Premium,Vitt vin,2059,179.0,Minho,Adega Cooperativa e Regional de Moncao CRL,2016.0,13.00%,Fylligt & Smakrikt,Alvarinho.
4311260,Limestone,Riesling Kabinett Golkapsel,Vitt vin,90479,199.0,Rheinhessen,Keller,2016.0,8.50%,Friskt & Fruktigt,Riesling.
43116,Calera,Pinot Noir,Rott vin,87282,275.0,Kalifornien,Calera Wine Company,2014.0,14.50%,Kryddigt & Mustigt,Pinot noir.
431239,Cono Sur,Single Vineyard Chardonnay,Vitt vin,6522,99.0,Aconcagua,Viña Cono Sur,2016.0,13.00%,Fylligt & Smakrikt,Chardonnay.
431326,Palazzo,Mio Rosso,Rott vin,2009,65.0,Apulien,Nordic Sea Winery,2016.0,13.50%,Fruktigt & Smakrikt,"Primitivo, montepulciano, sangiovese, cabernet sauvignon och merlot."
43233,JP Chenet,Cabernet-Syrah,Rott vin,12808,39.0,Languedoc-Roussillon,JP Chenet,2016.0,13.00%,Mjukt & Barigt,Cabernet sauvignon och syrah.
432918,Gosa,Monastrell,Rott vin,6297,199.0,VdlT de Murcía,Bodegas Juan Gil,2016.0,14.50%,Mjukt & Barigt,Monastrell.
432944,Masse,Brut,Mousserande vin,7865,149.0,Champagne,Masse,,12.50%,Vitt Torrt,
432947,Masse,Brut,Mousserande vin,7865,229.0,Champagne,Masse,,12.50%,Vitt Torrt,
433127,Piper-Heidsieck,Brut,Mousserande vin,77332,758.0,Champagne,Charles Heidsieck,,12.00%,Vitt Torrt,
4331758,Vega de Tera,Bo Kaspers Orkester,Rott vin,75091,129.0,Castilla y León,BODEGAS VEGA DE TERA S.L.,2013.0,14.00%,Kryddigt & Mustigt,80% tempranillo och 20% prieto picudo.
4332153,Mendel Mendoza,Cabernet Sauvignon,Rott vin,90668,169.0,Cuyo,Mendel Wines,2015.0,14.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
4332155,Senda de las Rochas,,Rott vin,2156,100.0,Manchuela,"VINOS DE ALBOREA, S.L. (BODEGA PARDO TOLOSA)",2016.0,13.00%,Fruktigt & Smakrikt,Bobal.
4332177,Jade,,Rott vin,2063,119.0,Montsant,Coca i Fitó,2015.0,14.50%,Fruktigt & Smakrikt,"40% garnacha, 35% syrah och 25% cariñena."
4332212,Rings,Spatburgunder VDP Gutswein,Rott vin,2183,149.0,Pfalz,Weingut Rings,2015.0,12.50%,Kryddigt & Mustigt,Spatburgunder (pinot noir).
4332236,Korrell,Beerenauslese,Vitt vin,2897,149.0,Nahe,Weingut Korrell Johanneshof,2013.0,6.00%,Sott,50% pinot blanc och 50% pinot gris.
433600,Gnarly Head,Viognier,Vitt vin,6381,89.0,Kalifornien,Gnarly Head Wines,2016.0,13.50%,Druvigt & Blommigt,Viognier.
433676,GR-174,,Rott vin,2770,149.0,Priorat,Casa Gran del Siurana,2016.0,14.50%,Fruktigt & Smakrikt,"35% garnatxa, 25% cabernet sauvignon, 12% syrah, 12% samsó, 12% merlot och 5% cabernet franc."
4336963,Gimonnet Gonet,Tradition Brut,Mousserande vin,77314,284.0,Champagne,Gimonnet-Gonet,,12.00%,Vitt Torrt,
4338869,Künstler Hochheimer Stein,Spatburgunder Erste Lage,Rott vin,95187,269.0,Rheingau,Künstler,2015.0,14.00%,Kryddigt & Mustigt,Spatburgunder (pinot noir).
4338890,Crozes-Hermitage,Domaine Aleofane,Rott vin,95201,179.0,Rhonedalen,Domaine Aleofane,2015.0,13.50%,Kryddigt & Mustigt,Syrah.
4339012,Saperavi,Unfiltered,Rott vin,2041,119.0,,Teliani Valley,2013.0,13.00%,Stramt & Nyanserat,Saperavi.
4339042,Malleolus,Emilio Moro,Rott vin,95204,299.0,Ribera del Duero,Emilio Moro,2014.0,14.00%,Stramt & Nyanserat,Tinto fino (tempranillo).
4339063,Kloster Eberbach,Berg Schlossberg GG Riesling,Vitt vin,96083,379.0,Rheingau,Kloster Eberbach,2015.0,12.50%,Friskt & Fruktigt,Riesling.
4339086,Hoopes Vineyard,Oakville Cabernet Sauvignon,Rott vin,95210,599.0,Kalifornien,Hoopes Vineyard,2013.0,15.00%,Fruktigt & Smakrikt,Cabernet sauvignon.
4339142,Pura Fe,Cabernet Sauvignon,Rott vin,95212,169.0,Maipo,Antiyal,2015.0,14.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
4339148,Westhofener,Riesling Trocken,Vitt vin,96086,219.0,Rheinhessen,Weingut Wittmann,2016.0,13.00%,Friskt & Fruktigt,Riesling.
4339158,Keller,Scheurebe Kabinett,Vitt vin,96087,179.0,Rheinhessen,Keller,2016.0,9.00%,Friskt & Fruktigt,Scheurebe.
4339163,Tilenus,Pagos de Posada,Rott vin,95214,199.0,Bierzo,Bodegas Estefanía,2012.0,14.50%,Stramt & Nyanserat,Mencia.
4339188,Chignin Bergeron,Jean Perrier et Fils,Vitt vin,99099,199.0,Savoie,Jean Perrier et Fils,2016.0,12.50%,Friskt & Fruktigt,Roussanne.
434053,Zecci,Classico,Vitt vin,2478,109.0,Marche,Piersanti,2015.0,13.50%,Fylligt & Smakrikt,Verdicchio.
434548,Palazzo,Mio Grillo,Vitt vin,6384,59.0,Sicilien,Nordic Sea Winery,2016.0,13.00%,Friskt & Fruktigt,Grillo.
434561,Victoria,Riesling,Vitt vin,5340,69.0,Pfalz,WG Herxheim am Berg,2015.0,8.50%,Druvigt & Blommigt,Riesling.
434635,Moselland Organic,,Vitt vin,5345,69.0,Mosel,Moselland,2016.0,8.50%,Druvigt & Blommigt,"Riesling, elbling och müller-thurgau."
434671,Grande Maison,Cuvee des Anges,Vitt vin,4130,129.0,Frankrike sydvast,Despres & Fils,2009.0,13.00%,Sott,
435323,Fresita,,Mousserande vin,7866,79.0,,Viña Casal de Gorchs,,8.00%,ovrigt,"85% muscat, 5% chardonnay, 5% sauvignon blanc, 5% alicante bouschet och jordgubbspure."
43560,Villa Puccini,,Rott vin,32417,159.0,Toscana,Villa Puccini,2014.0,12.50%,Kryddigt & Mustigt,90% sangiovese och 10% merlot.
43561,Villa Puccini,,Rott vin,32417,49.0,Toscana,Villa Puccini,2014.0,12.60%,Kryddigt & Mustigt,90% sangiovese och 10% merlot.
43618,Georg Breuer,Riesling Sauvage,Vitt vin,5899,119.0,Rheingau,Georg Breuer,2016.0,11.50%,Friskt & Fruktigt,Riesling.
4368703,Rabisco Reserva,Cabernet Sauvignon Touriga Nacional,Rott vin,2043,99.0,Tejo,Enoport-Producao de Bebidas,2014.0,13.50%,Fruktigt & Smakrikt,50% cabernet sauvignon och 50% touriga nacional.
4368775,Laboure-Roi,Bourgogne Chardonnay,Vitt vin,77372,119.0,Bourgogne,Laboure-Roi,2015.0,13.50%,Friskt & Fruktigt,Chardonnay.
4368799,Henriot,Rose Millesime,Mousserande vin,90352,599.0,Champagne,Henriot,2008.0,12.00%,Rose,
4368810,Lenoble,Cuvee Gentilhomme Grand Cru Blanc de Blanc,Mousserande vin,90545,649.0,Champagne,Lenoble,2009.0,12.50%,Vitt Torrt,
4368839,Château Roland La Garde Grand Vin,,Rott vin,91167,149.0,Bordeaux,Château Roland La Garde SCEA,2003.0,14.50%,Stramt & Nyanserat,"70% merlot, 20% cabernet sauvignon och 10% malbec."
4368887,Kracher,Zweigelt Beerenauslese,Vitt vin,72893,225.0,Burgenland,Weinlaubenhof Kracher,2016.0,11.50%,Sott,
4368889,L,Chardonnay,Vitt vin,5649,249.0,Languedoc-Roussillon,Laroche,2016.0,13.00%,Friskt & Fruktigt,
4368890,Bonchelli,Ecologico Prosecco,Mousserande vin,79582,99.0,Venetien,Spring Wine & Spirits,,11.00%,Vitt Torrt,Glera.
437032,Louis Bouillot,Cremant de Bourgogne Rose Brut,Mousserande vin,7781,125.0,Bourgogne,Louis Bouillot,,12.00%,Rose,80% pinot noir och 20% gamay.
4379938,Winery Red,Blend #3,Rott vin,31853,179.0,,The Winery Hotel,,14.00%,Fruktigt & Smakrikt,Sangiovese och cabernet sauvignon.
438155,Victoria,Riesling,Vitt vin,5340,49.0,Pfalz,WG Herxheim am Berg,2015.0,8.50%,Druvigt & Blommigt,Riesling.
43856,Billecart-Salmon,Brut Reserve,Mousserande vin,7454,379.0,Champagne,Billecart-Salmon,,12.00%,Vitt Torrt,"40 % pinot meunier, 30 % pinot noir och 30 % chardonnay"
438880,Chapel Hill,Pinot Noir Rose Sparkling,Mousserande vin,7705,68.0,,Balatonboglár Winery,,12.00%,Rose,Pinot noir.
43904,Chill Out,Dark & Generous Shiraz,Rott vin,22826,209.0,Kalifornien,Altia,2015.0,14.00%,Fruktigt & Smakrikt,Shiraz.
439776,Blason de Bourgogne Mâcon-Villages,Chardonnay,Vitt vin,2295,59.0,Bourgogne,Blason de Bourgogne,2016.0,12.50%,Friskt & Fruktigt,Chardonnay.
439794,Paul Sapin,Chardonnay,Vitt vin,2141,77.0,Languedoc-Roussillon,Paul Sapin,2016.0,12.00%,Friskt & Fruktigt,Chardonnay.
439824,Mitchelton,Victoria Series Chardonnay Marsanne Viognier,Vitt vin,6397,68.0,Victoria,Mitchelton Wines,2011.0,12.50%,Friskt & Fruktigt,"70% chardonnay, 20% marsanne och 10% viognier."
440134,De Saint Gall,Premier Cru Brut Millesime,Mousserande vin,77196,800.0,Champagne,De Saint Gall,2007.0,12.00%,Vitt Torrt,
440193,De Saint Gall,Grand Cru Rose,Mousserande vin,77198,679.0,Champagne,De Saint Gall,,12.00%,Rose,
440206,De Saint Gall,Grand Cru Extra Brut,Mousserande vin,77199,529.0,Champagne,De Saint Gall,,12.00%,Vitt Torrt,
44023,Peter Lehmann,Botrytis Semillon,Vitt vin,87495,229.0,South Australia,Peter Lehmann,2011.0,11.50%,Sott,
4406737,Left Field,Albariño,Vitt vin,6255,119.0,Gisborne,Villa Maria Estate,2016.0,13.00%,Friskt & Fruktigt,Albariño.
4406843,Didier Chopin,Blanc de Noirs,Mousserande vin,74930,269.0,Champagne,Didier Chopin,,12.00%,Vitt Torrt,
4406844,Charles de Marques,Blanc de Noirs,Mousserande vin,71865,215.0,Champagne,Charles de Marques,,12.00%,Vitt Torrt,
4406845,Didier Chopin,Rose,Mousserande vin,72621,319.0,Champagne,Didier Chopin,,12.00%,Rose,
4406847,Didier Chopin,Blanc de Blancs,Mousserande vin,70467,330.0,Champagne,Didier Chopin,,12.00%,Vitt Torrt,
4406849,Veuve Clicquot,Rich,Mousserande vin,76531,491.0,Champagne,Veuve Clicquot,,12.00%,Vitt Torrt,
4406922,Nicolas Maillart,Platine Aviator,Mousserande vin,71164,265.0,Champagne,Nicolas Maillart,,12.50%,Vitt Torrt,
4407580,Schubert,Pinot Noir,Rott vin,99103,189.0,Wellington N Z,Schubert Wines,2016.0,14.00%,Kryddigt & Mustigt,Pinot noir.
440854,Gurra Gurra Creek,Shiraz,Rott vin,6302,79.0,South Australia,Nordic Sea Winery,2016.0,14.00%,Fruktigt & Smakrikt,90% shiraz och 10% cabernet sauvignon.
440891,Reichsrat von Buhl,Riesling Trocken,Vitt vin,72093,129.0,Pfalz,Reichsrat von Buhl,2016.0,12.50%,Friskt & Fruktigt,Riesling.
440907,Petite Petit,Sirah,Rott vin,72094,169.0,Kalifornien,Michael David Winery,2015.0,14.50%,Fruktigt & Smakrikt,85% petite sirah och 15% petit verdot.
441072,6th Sense,Syrah,Rott vin,72098,169.0,Kalifornien,Michael-David Winery,2014.0,15.00%,Fruktigt & Smakrikt,
441650,Native,Touriga Nacional Cabernet Sauvignon,Rott vin,2568,59.0,Tejo,Fiuza & Bright,2015.0,13.00%,Fruktigt & Smakrikt,Touriga nacional och cabernet sauvignon.
441755,Langlois,Cremant de Loire Brut,Mousserande vin,7404,139.0,Loiredalen,Langlois-Chateau,,12.50%,Vitt Torrt,"60% chenin blanc, 20% chardonnay och 20% cabernet franc."
442730,Periquita,Reserva,Rott vin,2560,249.0,Península de Setúbal,Jose Maria da Fonseca,2015.0,13.00%,Kryddigt & Mustigt,"56% castelão, 32% touriga naçional och 12% touriga francesa."
44298,Pol Roger,Brut Reserve,Mousserande vin,87359,1725.0,Champagne,Pol Roger,,12.00%,Vitt Torrt,
443171,Louis Bouillot Cremant de Bourgogne,Brut Perle de Vigne,Mousserande vin,7688,1399.0,Bourgogne,Louis Bouillot,,12.00%,Vitt Torrt,
443177,Louis Bouillot Cremant de Bourgogne,Brut Perle de Vigne,Mousserande vin,7688,2469.0,Bourgogne,Louis Bouillot,,12.00%,Vitt Torrt,
443257,L Benard-Pitois,Premier Cru,Mousserande vin,76115,410.0,Champagne,Louis Benard-Pitois,2009.0,12.00%,Vitt Torrt,
444874,Duca d'Aragona,,Rott vin,73314,179.0,Apulien,Francesco Candido,2012.0,14.00%,Kryddigt & Mustigt,Negroamaro och montepulciano.
44568,Jules Muller Gewurztraminer,Reserve,Vitt vin,6702,65.0,Alsace,Jules Muller,2016.0,13.50%,Druvigt & Blommigt,Gewurztraminer.
44603,Gosset,Grande Reserve Brut,Mousserande vin,87661,407.0,Champagne,Gosset,,12.00%,Vitt Torrt,
4463227,Château Montus,,Rott vin,95235,225.0,Frankrike sydvast,Alain Brumont,2014.0,14.50%,Stramt & Nyanserat,Tannat och cabernet sauvignon.
4463482,Biferno Rosso Riserva,Cantina Manzini,Rott vin,72531,109.0,Molise,Cantina Manzini,2011.0,14.00%,Kryddigt & Mustigt,
4463503,Tre Confini,Torraccia del Piantavigna,Rott vin,72876,119.0,Piemonte,Torraccia del Piantavigna,2015.0,12.50%,Kryddigt & Mustigt,Nebbiolo.
4463504,Moscato d'Asti,Luigi Voghera,Vitt vin,82519,119.0,Piemonte,Luigi Voghera,2016.0,5.00%,Sott,
4463550,William Fèvre Chablis,Premier Cru Vaillons,Vitt vin,96097,259.0,Bourgogne,Domaine William Fèvre,2015.0,13.00%,Friskt & Fruktigt,Chardonnay.
448100,Charles Ellner,Brut Rose,Mousserande vin,77216,299.0,Champagne,Charles Ellner,,12.00%,Rose,
448123,Charles Ellner,Reserve Premier Cru Brut,Mousserande vin,77217,299.0,Champagne,Charles Ellner,,12.00%,Vitt Torrt,
448149,Charles Ellner,Reserve Brut,Mousserande vin,77218,299.0,Champagne,Charles Ellner,,12.00%,Vitt Torrt,
4481907,Benoit Beaufort,Prestige Grand Cru Brut,Mousserande vin,70354,388.0,Champagne,Champagne Benoit Beaufort,2008.0,12.50%,Vitt Torrt,
4481917,Orines Diadromes,,Rott vin,71274,148.0,,ZOINOS WINERY,2016.0,12.00%,Sott,
4481922,Champagne De Castelnau,Rose Brut,Mousserande vin,78897,359.0,Champagne,Champagne Castelnau,,12.50%,Rose,
4481925,Champagne De Castelnau,Millesime Brut,Mousserande vin,78575,859.0,Champagne,Champagne de Castelnau,2003.0,12.50%,Vitt Torrt,
4489,Rosemount,Shiraz Cabernet,Rott vin,6823,65.0,South Eastern Australia,Rosemount Estate,2017.0,13.50%,Mjukt & Barigt,66% shiraz och 34% cabernet sauvignon.
44955,Jacquesson,Cuvee nº 739,Mousserande vin,7436,439.0,Champagne,Jacquesson & Fils,,12.00%,Vitt Torrt,"53% chardonnay, 29% pinot noir och 18% pinot meunier."
44979,Ecologica,Torrontes Chardonnay,Vitt vin,6231,75.0,La Rioja,La Riojana,2016.0,12.00%,Druvigt & Blommigt,60% torrontes och 40% chardonnay.
45055,Veuve Clicquot,Brut,Mousserande vin,87799,3055.0,Champagne,Veuve Clicquot,,12.00%,Vitt Torrt,
45112,Coteaux du Layon Beaulieu,Selection de Grains Nobles,Vitt vin,87842,436.0,Loiredalen,Domaine d'Ambinos,1996.0,13.00%,Sott,
45151,Cuvee Presidence,Blanc de Blancs,Mousserande vin,87843,459.0,Champagne,R & L Legras,2002.0,12.00%,Vitt Torrt,
45309,Palmer & Co,Brut Reserve,Mousserande vin,7372,269.0,Champagne,Palmer & Co,,12.00%,Vitt Torrt,
4545081,Charles Orban,Brut Blanc de Blancs,Mousserande vin,79456,289.0,Champagne,GH Martel & Co,,12.00%,Vitt Torrt,
4545082,Il Governante,Primitivo,Rott vin,76736,89.0,Apulien,Domaine Wines Sweden AB,2016.0,14.00%,Fruktigt & Smakrikt,Primitivo.
4545492,Prego,Grande Appassimento,Rott vin,79779,75.0,,Cantine Settesoli,,13.50%,Fruktigt & Smakrikt,
4545501,Wiston Estates,South Downs Cuvee Brut,Mousserande vin,79188,349.0,England,WISTON ESTATE WINERY,2013.0,12.00%,Vitt Torrt,
4545502,Sugrue Pierre,The trouble with dreams,Mousserande vin,79433,399.0,England,Sugrue Pierre,2013.0,12.00%,Vitt Torrt,
4545536,Mère et Fils,Chardonnay,Vitt vin,96100,179.0,South Australia,First Drop Wines,2016.0,13.00%,Fylligt & Smakrikt,Chardonnay.
4545546,Tim Adams,Semillon,Vitt vin,96101,159.0,South Australia,Tim Adams Wines,2015.0,12.70%,Fylligt & Smakrikt,Semillion.
45493,Recioto della Valpolicella,,Rott vin,87886,159.0,Venetien,Luigi Righetti,2016.0,12.50%,Sott,
45653,Sancerre,Les Baronnes,Vitt vin,32253,179.0,Loiredalen,Henri Bourgeois,2016.0,13.00%,Friskt & Fruktigt,Sauvignon blanc.
45683,Perrier-Jouët,Belle Epoque Brut,Mousserande vin,87914,1299.0,Champagne,Perrier-Jouët,2011.0,12.50%,Vitt Torrt,
45700,Fleur du Cap,Chardonnay,Vitt vin,2015,100.0,Western Cape,Bergkelder,2016.0,13.50%,Fylligt & Smakrikt,Chardonnay.
45764,Villa Cafaggio,,Rott vin,22817,165.0,Toscana,Villa Cafaggio,2014.0,13.00%,Kryddigt & Mustigt,Sangiovese.
4586229,Moscato d'Asti,Bersano Monteolivo,Vitt vin,79149,109.0,Piemonte,Bersano,2016.0,5.50%,Sott,
4586250,Person L'Audacieuse,Brut,Mousserande vin,78256,359.0,Champagne,Champagne Person,,12.00%,Vitt Torrt,
45922,Launois,Blanc de Blancs Brut Cuvee Reservee,Mousserande vin,7450,329.0,Champagne,Launois Père et Fils,,12.00%,Vitt Torrt,Chardonnay.
4602,Marques de Arienzo,Reserva,Rott vin,2710,209.0,Rioja,Marques de Riscal,2012.0,13.50%,Kryddigt & Mustigt,"Tempranillo, graciano och mazuelo."
4603,Campo Viejo,Reserva,Rott vin,6083,99.0,Rioja,Campo Viejo,2012.0,13.50%,Kryddigt & Mustigt,85% tempranillo samt 15% mazuelo och graciano.
4608,Torres Coronas,Tempranillo,Rott vin,6996,79.0,Catalunya,Miguel Torres,2014.0,13.50%,Kryddigt & Mustigt,Tempranillo.
4609,Torres Coronas,Tempranillo,Rott vin,6996,32.0,Catalunya,Miguel Torres,2014.0,13.50%,Kryddigt & Mustigt,Tempranillo.
