Artikelid,Namn,Namn2,Varugrupp,Varnummer,Prisinklmoms,Ursprung,Producent,Argang,Alkoholhalt,Typ,RavarorBeskrivning
1200687,Domaine Ciringa,Fosilni Breg,Vitt vin,92441,129.0,Podravina,Weingut Tement,2015.0,13.00%,Friskt & Fruktigt,Sauvignon blanc.
1200932,Beldles,,Rott vin,92445,199.0,Sopron,Peter Wetzer,2015.0,13.00%,Fruktigt & Smakrikt,Kekfrankos.
1200969,Kreinbacher,Brut Nature,Mousserande vin,71398,199.0,,Kreinbacher Birtok Kft,,12.50%,Vitt Torrt,
1200975,Herdade do Portocarro,Peninsula de Setubal,Rott vin,99876,199.0,Península de Setúbal,Herdade Do Portocarro,2012.0,13.50%,Stramt & Nyanserat,"Aragonez, touriga nacional och cabernet sauvignon."
1201459,Halcon,Oppenlander Pinot Noir,Rott vin,99931,329.0,Kalifornien,Halcon Vineyards,2015.0,13.00%,Kryddigt & Mustigt,Pinot noir.
1201496,Failla,Sonoma Coast Chardonnay,Vitt vin,99937,349.0,Kalifornien,Failla Wines,2014.0,14.00%,Fylligt & Smakrikt,Chardonnay.
1201527,Kesner,Rockbreak Chardonnay,Vitt vin,99940,599.0,Kalifornien,Kesner Wines,2014.0,13.50%,Fylligt & Smakrikt,Chardonnay.
1201530,Failla,Sonoma Coast Pinot Noir,Rott vin,99473,349.0,Kalifornien,Failla Wines,2015.0,14.00%,Kryddigt & Mustigt,Pinot noir.
1201550,Cambria,Benchbreak Chardonnay,Vitt vin,99573,189.0,Kalifornien,Cambria Winery,2015.0,13.50%,Fylligt & Smakrikt,Chardonnay.
1201573,CMS,Sauvignon Blanc,Vitt vin,99575,149.0,Washington State,Hedges Family Estate,2016.0,13.00%,Friskt & Fruktigt,Huvudsakligen sauvignon blanc samt chardonnay och marsanne.
1201622,Assyrtiko by Gaia,Wild Ferment,Vitt vin,99751,189.0,Santorini,Gaia,2016.0,13.00%,Fylligt & Smakrikt,Assyrtiko.
1201646,Ranas Slott,Diebolt Vallois Blanc de Blancs Brut,Mousserande vin,77268,219.0,Champagne,Diebolt-Vallois,,12.50%,Vitt Torrt,
1201694,Edetària,Blanco,Vitt vin,99843,198.0,Terra Alta,Edetària,2015.0,14.00%,Fylligt & Smakrikt,Grenache blanc.
1201704,Phantom,Bogle Vineyards,Rott vin,99865,199.0,Kalifornien,Bogle Vineyards,2014.0,14.50%,Fruktigt & Smakrikt,"42% petite sirah, 34% zinfandel, 14% cabernet sauvignon och 10% merlot."
1201713,Barone Montalto,Organic PET,Rott vin,74476,107.0,Sicilien,Barone Montalto,,13.50%,Mjukt & Barigt,
1201762,Trinity Hills,Gimblett Gravels Syrah,Rott vin,99980,199.0,Hawke's Bay,Trinity Hill,2015.0,13.00%,Kryddigt & Mustigt,Syrah.
1201816,Domaine Marcel Deiss,Langenberg,Vitt vin,99066,279.0,Alsace,Domaine Marcel Deiss,2014.0,13.50%,Friskt & Fruktigt,
1202166,Craggy Range,Te Muna Road,Rott vin,99684,229.0,Wellington N Z,Craggy Range,2015.0,13.50%,Kryddigt & Mustigt,Pinot noir.
1202205,Dobogó,6 Puttonyos Aszú,Vitt vin,99783,349.0,Tokaj-Hegyalja,Dobogó Winery,2003.0,11.00%,Sott,
1202208,Roederer Estate,L'Ermitage,Mousserande vin,99981,499.0,Kalifornien,Roederer Estate,2009.0,12.00%,Vitt Torrt,Pinot noir och chardonnay.
1202220,Bründlmayer,Loiser Berg Grüner Veltliner,Vitt vin,99356,179.0,Niederosterreich,Weingut Bründlmayer,2015.0,12.50%,Friskt & Fruktigt,Grüner veltliner.
1202223,Villa Valentina,Organic Pinot Grigio,Vitt vin,75608,89.0,Sicilien,Villa Valentina,2016.0,13.00%,Friskt & Fruktigt,Pinot grigio.
1202649,Jacquinot & Fils,Blanc de Noir,Mousserande vin,78594,375.0,Champagne,Champagne Jacquinot,,12.00%,Vitt Torrt,
1202662,Jacquinot & Fils,Blanc de Blanc,Mousserande vin,76324,375.0,Champagne,Champagne Jacquinot,,12.00%,Vitt Torrt,
1202712,ahus,Solaris,Vitt vin,31692,189.0,Skane lan,Vingarden i ahus,2016.0,13.50%,Friskt & Fruktigt,Solaris.
1202735,Rizling-Veltlín,Strekov 1075,Vitt vin,95708,199.0,,Strekov 1075,2015.0,13.00%,Fylligt & Smakrikt,60% Rízling vlasský och 40% veltlínske zelene.
1203084,Jansz,Tasmania,Mousserande vin,90268,259.0,Tasmanien,Jansz Tasmania,2011.0,12.00%,Vitt Torrt,Chardonnay och pinot noir.
1203892,Antica Vigna,Riposato,Rott vin,77044,99.0,Venetien,Salvaterra,2013.0,13.50%,Kryddigt & Mustigt,
1203997,Ville di Antane,Valpolicella,Rott vin,83295,99.0,Venetien,Le Ville di Antanè,2016.0,13.00%,Fruktigt & Smakrikt,
1204328,Dumenil,Grande Reserve Permier Cru Brut,Mousserande vin,76636,259.0,Champagne,Dumenil,,12.00%,Vitt Torrt,
1204329,Dumenil,Brut Nature Millesime,Mousserande vin,74300,499.0,Champagne,Dumenil,,12.00%,Vitt Torrt,
1204330,Dumenil,Les Pêcherines Prestige Premier Cru Vieilles Vignes,Mousserande vin,76614,329.0,Champagne,Dumenil,,12.00%,Vitt Torrt,
1204331,Dumenil,Amour de Cuvee Blanc de Noirs Premier Cru Brut,Mousserande vin,77012,379.0,Champagne,Dumenil,,12.00%,Vitt Torrt,
1204332,Guldkula,Premier Cru,Mousserande vin,73077,299.0,Champagne,Chanoine Frères,,12.00%,Vitt Torrt,"Pinot noir, pinot meunier och chardonnay."
1204333,Fortellino,Veneto Rosso,Rott vin,72750,99.0,Venetien,The Company of Urban wines And Other Liquids Sweden AB,2015.0,14.00%,Kryddigt & Mustigt,
1204345,Bonnaire,Grand Cru Blanc de Blancs Vintage,Mousserande vin,77946,399.0,Champagne,Bonnaire,2009.0,12.00%,Vitt Torrt,
1204346,Bonnaire,Tradition Brut,Mousserande vin,72272,289.0,Champagne,Bonnaire,,12.00%,Vitt Torrt,
1204347,Bonnaire,Grand Cru Blanc de Blancs Extra Brut,Mousserande vin,74888,339.0,Champagne,Bonnaire,,12.00%,Vitt Torrt,
1204869,Recioto della Valpolicella Classico,,Rott vin,78995,356.0,Venetien,Ettore Righetti,2012.0,13.50%,Sott,
1204871,Dumenil,Special Club Brut Premier Cru,Mousserande vin,77073,469.0,Champagne,Dumenil,2012.0,12.00%,Vitt Torrt,
1205124,Solebello Rosso Organic,,Rott vin,4950,99.0,Toscana,Poggio al Tesoro,2016.0,13.50%,Kryddigt & Mustigt,Sangiovese.
1205196,Kronovalls Vinslott,Tirage Rose,Mousserande vin,73507,199.0,,Kronovalls Vinslott,2013.0,12.50%,ovrigt,
1205199,Voga,Prosecco Glera Brut,Mousserande vin,77306,179.0,Venetien,Enoitalia,,10.50%,Vitt Torrt,
1205380,Cremant de Bourgogne,Rose Pinot Noir Brut,Mousserande vin,77704,152.0,Bourgogne,Paul Chollet,,12.00%,Rose,
1205383,Paul Chollet,Cremant de Bourgogne Blanc Brut,Mousserande vin,77389,149.0,Bourgogne,Paul Chollet,,12.00%,Vitt Torrt,
1205389,Besserat de Bellefon,Cuvee des Moines Millesime Brut,Mousserande vin,77210,549.0,Champagne,Besserat de Bellefon,2006.0,12.50%,Vitt Torrt,
1205402,Amarone della Valpolicella,Di Capo,Rott vin,70360,271.0,Venetien,Azienda Vincola Farina,2014.0,15.00%,Kryddigt & Mustigt,
1206795,Bollinger,Grande Annee Rose,Mousserande vin,95544,1299.0,Champagne,Bollinger,2007.0,12.00%,Rose,
1210992,Lismore Barrel Fermented,Sauvignon Blanc,Vitt vin,98012,189.0,Western Cape,Lismore Estate Vineyards,2015.0,13.00%,Fylligt & Smakrikt,Sauvignon blanc.
1211081,Châteauneuf-du-Pape Tradition,Cuvee Vatican,Rott vin,98013,239.0,Rhonedalen,Cuvee du Vatican,2015.0,15.00%,Kryddigt & Mustigt,"Grenache, syrah, mourvedre, cinsault och ovriga druvsorter."
1216709,Skovde Spumante,Pino Bianco Brut,Mousserande vin,77424,101.0,,San Silvestro,,12.00%,Vitt Torrt,
1216714,Zecci,Valpolicella Ripasso Superiore,Rott vin,74189,129.0,Venetien,Botter,2015.0,13.50%,Kryddigt & Mustigt,
12231,Bollinger,Special Cuvee Brut,Mousserande vin,7418,969.0,Champagne,Bollinger,,12.00%,Vitt Torrt,"60% pinot noir, 25% chardonnay och 15% pinot meunier."
12237,Asti Martini,,Mousserande vin,7706,145.0,Piemonte,Martini Rossi,,7.00%,Vitt Sott,
1225808,Slámove Víno,Rulandske a ede,Vitt vin,73066,252.0,Znojmo,Znovín Znojmo,2012.0,9.00%,Sott,
1225809,Ledove Víno,Rýslink Rýnský,Vitt vin,70589,245.0,Znojmo,Znovín Znojmo,2012.0,8.50%,Sott,
12282,Château Menota,,Vitt vin,4087,129.0,Bordeaux,,2011.0,14.00%,Sott,"Semillon 60%, sauvignon blanc 30%, muscadelle 10%"
12283,Château Menota,,Vitt vin,4087,79.0,Bordeaux,,2011.0,13.00%,Sott,"Semillon 60%, sauvignon blanc 30%, muscadelle 10%"
1232604,Prohibition Bootleg,Red Blend,Rott vin,73415,89.0,Kalifornien,Urban Beverages,2015.0,13.50%,Fruktigt & Smakrikt,"Zinfandel, petite sirah, merlot och ruby red."
1232605,Leclère-Massard,Blanc De Blancs Brut,Mousserande vin,71744,365.0,Champagne,Leclère Massard,2007.0,12.50%,Vitt Torrt,
1233182,Mosnel,Franciacorta Rose Brut,Mousserande vin,77286,299.0,Lombardiet,Il Mosnel,,12.00%,Rose,
1233187,Tünder Mese,Kardos,Vitt vin,78620,169.0,Tokaj-Hegyalja,Kardos es Fia Szolobirtok Kft,2015.0,9.50%,Sott,
1233190,Villa Puccini,Governo,Rott vin,75294,99.0,Toscana,Castellani,2016.0,14.00%,Fruktigt & Smakrikt,
1233195,Orinos Diadromes,Semisweet,Rott vin,73322,43.0,,ZOINOS WINERY,2016.0,12.00%,Sott,
12483,Viña Herminia,,Rott vin,12615,85.0,Rioja,Viña Herminia,2015.0,14.00%,Mjukt & Barigt,Tempranillo.
12582,Lambrusco Reggiano,Dolce,Rott vin,22310,60.0,Emilia-Romagna,Donelli,,7.00%,Sott,
12602,Trapiche,Malbec Oak Cask,Rott vin,16554,89.0,Cuyo,Bodegas Trapiche,2016.0,14.00%,Fruktigt & Smakrikt,Malbec.
12658,Dão,Casal Mor,Rott vin,12520,57.0,Beira,Caves Primavera,2015.0,13.00%,Kryddigt & Mustigt,"50% touriga nacional, 30% alfrocheiro och 20% jaen."
12730,Pinot Blanc,Premium Reserve,Vitt vin,12169,84.0,Alsace,Bestheim,2015.0,13.00%,Druvigt & Blommigt,75% auxerrois blanc och 25% pinot blanc.
13336,Navajas,Crianza,Rott vin,22652,79.0,Rioja,Bodegas Navajas,2014.0,14.00%,Kryddigt & Mustigt,"Tempranillo, garnacha och mazuelo."
13359,Lenz Moser,Trockenbeerenauslese,Vitt vin,12920,169.0,Burgenland,Lenz Moser,2015.0,9.00%,Sott,
13473,JP Chenet,Cabernet-Syrah,Rott vin,12808,199.0,Languedoc-Roussillon,JP Chenet,2016.0,13.00%,Mjukt & Barigt,Cabernet sauvignon och syrah.
13541,Tommasi,Amarone della Valpolicella Classico,Rott vin,22350,295.0,Venetien,Tommasi Viticoltori,2013.0,15.00%,Kryddigt & Mustigt,"Corvina veronese, rondinella, corvinone och oseleta."
13548,Campolieti,Ripasso,Rott vin,6792,64.0,Venetien,Luigi Righetti,2015.0,13.50%,Kryddigt & Mustigt,"Corvina 60%, rondinella 20%, molinara 15%, ovriga 5%"
1360,Gran Feudo,Reserva,Rott vin,2037,99.0,Navarra,Chivite,2012.0,13.00%,Kryddigt & Mustigt,
13725,Veuve Clicquot,Brut Gula ankan,Mousserande vin,7424,230.0,Champagne,Veuve Clicquot,,12.00%,Vitt Torrt,"50-55% pinot noir, 28-33% chardonnay och 15-20% pinot meunier."
13726,Bollinger,Special Cuvee Brut,Mousserande vin,7418,259.0,Champagne,Bollinger,,12.00%,Vitt Torrt,"60% pinot noir, 25% chardonnay och 15% pinot meunier."
1388,Jacob's Creek,Shiraz Cabernet,Rott vin,2066,79.0,South Eastern Australia,Orlando,2016.0,14.50%,Fruktigt & Smakrikt,Shiraz och cabernet sauvignon.
1398,Casillero del Diablo,Chardonnay,Vitt vin,2075,79.0,Valle Central,Concha y Toro,2016.0,13.50%,Friskt & Fruktigt,Chardonnay.
1399,Casillero del Diablo,Chardonnay,Vitt vin,2075,40.0,Valle Central,Concha y Toro,2016.0,13.50%,Friskt & Fruktigt,Chardonnay.
1401,Copertino,Riserva,Rott vin,2077,84.0,Apulien,Cantina Sociale Copertino,2009.0,13.00%,Kryddigt & Mustigt,Negroamaro.
14024,El Coto,Crianza,Rott vin,12670,47.0,Rioja,Bodegas El Coto,2014.0,13.00%,Kryddigt & Mustigt,
14025,El Coto,Blanco,Vitt vin,2780,42.0,Rioja,Bodegas El Coto,2016.0,12.50%,Friskt & Fruktigt,Viura.
14144,Chapel Hill,Sparkling Chardonnay,Mousserande vin,7649,68.0,Del-Balaton,Balatonboglár Winery,,12.50%,Vitt Torrt,Chardonnay
1419435,Desbordes-Amiaud,Premier Cru,Mousserande vin,78300,675.0,Champagne,Elodie D.,1989.0,12.00%,Vitt Torrt,
1419686,Deutz,Brut Vintage,Mousserande vin,95514,499.0,Champagne,Deutz,2012.0,12.00%,Vitt Torrt,
1419723,La Vigne de Beaussoppet,Domaine Laporte,Vitt vin,94811,229.0,Loiredalen,Domaine Laporte,2014.0,13.00%,Friskt & Fruktigt,Sauvignon blanc.
1420038,Viña Tondoñia,Tinto reserva,Rott vin,94109,259.0,Rioja,Lopez de Heredia,2005.0,13.00%,Kryddigt & Mustigt,"75% tempranillo, 15% garnacho samt 10% graciano och mazuelo."
1420102,Les Terrasses,Alvaro Palacios,Rott vin,99744,279.0,Priorat,Alvaro Palacios,2015.0,14.50%,Stramt & Nyanserat,60% garnacha och 40% samsó (carignan).
1420145,Franco Casetta,Chardonnay Vino Spumante Brut,Mousserande vin,77486,129.0,,Franco Casetta,2015.0,12.50%,Vitt Torrt,
1420147,Franco Casetta,Moscato dAsti,Vitt vin,76151,129.0,Piemonte,Franco Casetta,2016.0,5.00%,Sott,
1420161,Petalos,Bierzo,Rott vin,91208,159.0,Bierzo,Descendientes de J Palacios,2015.0,14.00%,Kryddigt & Mustigt,Mencía.
1421659,Schloss Johannisberg,Riesling Silberlack Trocken,Vitt vin,93101,399.0,Rheingau,JWG-Johannisberger Weinvertrieb KG,2015.0,12.50%,Friskt & Fruktigt,Riesling.
1432,Lindemans Bin 65,Chardonnay,Vitt vin,2106,79.0,South Eastern Australia,Lindemans,2016.0,13.50%,Fylligt & Smakrikt,Chardonnay.
1433,Lindemans Bin 65,Chardonnay,Vitt vin,2106,47.0,South Eastern Australia,Lindemans,2016.0,13.50%,Fylligt & Smakrikt,Chardonnay.
14540,Torres San Valentín,Garnacha,Rott vin,12755,79.0,Catalunya,Miguel Torres,2014.0,14.00%,Mjukt & Barigt,Garnacha (grenache).
14663,Parallèle 45,Côtes du Rhône,Rott vin,22800,109.0,Rhonedalen,Paul Jaboulet Aine,2015.0,14.00%,Kryddigt & Mustigt,Grenache och syrah.
1469994,Novas Gran Reserva,Cabernet Sauvignon Malbec,Rott vin,6450,59.0,Rapel,Viñedos Emiliana,2016.0,14.00%,Fruktigt & Smakrikt,70% cabernet sauvignon och 30% malbec.
1470158,Novas Gran Reserva,Cabernet Sauvignon Malbec,Rott vin,6450,99.0,Rapel,Viñedos Emiliana,2016.0,14.00%,Fruktigt & Smakrikt,70% cabernet sauvignon och 30% malbec.
1470222,Spy Valley,Iced Sauvignon Blanc,Vitt vin,2350,119.0,Marlborough,Spy Valley Wines,2015.0,10.00%,Sott,Sauvignon blanc.
1470227,Días de Verano,Reserva Muscat,Vitt vin,6731,99.0,Region del Sur,Miguel Torres Chile,2016.0,12.00%,Friskt & Fruktigt,Muscat.
1470324,Newport,Sauvignon Blanc,Vitt vin,73901,99.0,Marlborough,Iconic Estate,2016.0,12.50%,Friskt & Fruktigt,Sauvignon blanc.
1470325,Andre Clouet,Dream Vintage,Mousserande vin,77332,449.0,Champagne,Andre Clouet,2009.0,12.00%,Vitt Torrt,
1470326,Andre Clouet,Dream Vintage,Mousserande vin,77994,449.0,Champagne,Andre Clouet,2006.0,12.00%,Vitt Torrt,
1470327,Ecoltura,Appassimento,Rott vin,72411,99.0,Apulien,Domaine Wines Sweden AB,2016.0,14.50%,Kryddigt & Mustigt,
14719,Konigsmosel,Riesling,Vitt vin,7469,199.0,Mosel,Ewald Theod Drathen,2016.0,8.50%,Druvigt & Blommigt,Riesling.
14797,Penfolds Kalimna Bin 28,Shiraz,Rott vin,16320,229.0,South Eastern Australia,Penfolds,2015.0,14.50%,Fruktigt & Smakrikt,Shiraz.
14818,Torres Gran Sangre de Toro,Reserva,Rott vin,2686,55.0,Catalunya,Miguel Torres,2012.0,14.00%,Kryddigt & Mustigt,"60% garnacha, 25% mazuelo och 15% syrah."
1483,Diamant,,Vitt vin,2160,77.0,,Altia,,11.50%,Sott,Xynisteri.
14850,Chablis Grand Cru Les Clos,J M Brocard,Vitt vin,5582,429.0,Bourgogne,J M Brocard,2013.0,13.00%,Friskt & Fruktigt,Chardonnay.
14872,Marie d'Alsace,,Vitt vin,12244,89.0,Alsace,Jean Biecher,2016.0,12.50%,Druvigt & Blommigt,80% silvaner och 20% gewurztraminer.
1495,Dopff & Irion,Riesling,Vitt vin,2173,89.0,Alsace,Dopff & Irion,2016.0,12.50%,Friskt & Fruktigt,Riesling.
1499,Gewurztraminer,Reserve Hennÿ,Vitt vin,2176,139.0,Alsace,Preiss-Hennÿ,2015.0,13.50%,Druvigt & Blommigt,Gewürztraminer.
1501951,JP Chenet,Ice Sparkling Rose,Mousserande vin,76060,159.0,,Les Grands Chais de France,,11.00%,Rose,
1509,Comtes d'Isenbourg,Gewurztraminer,Vitt vin,2187,129.0,Alsace,Comtes d'Isenbourg,2015.0,13.50%,Druvigt & Blommigt,Gewurztraminer.
15158,Prins Oliver,Blanc,Vitt vin,4160,29.0,Frankrike sydvast,Eschenauer,,11.50%,Friskt & Fruktigt,80% colombard och 20% sauvignon blanc.
1517298,Gabaxo,Olivier Riviere,Rott vin,90107,179.0,Rioja,Olivier Riviere,2015.0,14.00%,Fruktigt & Smakrikt,Tempranillo.
1517336,Chablis Premier Cru,Montmains,Vitt vin,97311,239.0,Bourgogne,William Fèvre,2015.0,13.00%,Friskt & Fruktigt,Chardonnay.
1517384,Te Mata Estate,Gamay Noir,Rott vin,98807,149.0,Hawke's Bay,Te Mata Estate,2017.0,12.50%,Mjukt & Barigt,Gamay.
1517435,Seven Springs Chardonnay,Evening Land Vineyards,Vitt vin,96908,429.0,Oregon,Evening Land Vineyards,2014.0,13.10%,Fylligt & Smakrikt,Chardonnay.
15203,Chablis Premier Cru Montee de Tonnerre,J M Brocard,Vitt vin,5587,279.0,Bourgogne,J M Brocard,2015.0,13.00%,Friskt & Fruktigt,Chardonnay.
15204,Petit Chablis Domaine Sainte Claire,J M Brocard,Vitt vin,5588,135.0,Bourgogne,J M Brocard,2015.0,12.00%,Friskt & Fruktigt,Chardonnay.
15214,Andre Clouet,Grande Reserve,Mousserande vin,7686,295.0,Champagne,Andre Clouet,,12.00%,Vitt Torrt,Pinot noir.
15247,Louis Roederer,Brut Premier,Mousserande vin,7602,219.0,Champagne,Louis Roederer,,12.00%,Vitt Torrt,66% pinot Noir och 34% chardonnay.
15267,Sunrise,Cabernet Sauvignon,Rott vin,16676,64.0,Valle Central,Concha y Toro,2016.0,12.00%,Fruktigt & Smakrikt,Cabernet sauvignon
15306,Perrier-Jouët,Belle Epoque Rose,Mousserande vin,87429,2150.0,Champagne,Perrier-Jouët,2006.0,12.50%,Rose,
15310,Château de Seguin,,Rott vin,3958,99.0,Bordeaux,,2015.0,13.50%,Fruktigt & Smakrikt,65% merlot och 35% cabernet sauvignon.
15359,Gato Negro,Cabernet Sauvignon,Rott vin,7564,194.0,Valle Central,Viña San Pedro,2017.0,13.00%,Fruktigt & Smakrikt,Cabernet sauvignon
15367,Sauvignon Bordeaux,,Vitt vin,4184,99.0,Bordeaux,François Lurton,2016.0,12.00%,Friskt & Fruktigt,Sauvignon blanc.
15469,Fantini,Farnese Sangiovese,Rott vin,2344,75.0,Marche,Farnese,2015.0,12.50%,Fruktigt & Smakrikt,Sangiovese.
15535,Castillo de Gredos,Red Wine,Rott vin,12797,59.0,,Bodegas Vinartis,,13.00%,Mjukt & Barigt,
15536,Castillo de Gredos,White wine,Vitt vin,12798,59.0,,Bodegas Vinartis,,12.00%,Latt & Avrundat,
15601,Prego Bianco,,Vitt vin,12347,64.0,,Cantine Settesoli,,13.00%,Latt & Avrundat,
15603,Prego Rosso,,Rott vin,12378,63.0,,Cantine Settesoli,,13.50%,Mjukt & Barigt,
15671,Marques de Riscal,Organic,Vitt vin,6001,49.0,Rueda,Marques de Riscal,2016.0,13.50%,Friskt & Fruktigt,Verdejo.
1576,Sancerre,Les Belles Dames,Vitt vin,2245,159.0,Loiredalen,Gitton Père et Fils,2015.0,13.50%,Friskt & Fruktigt,Sauvignon blanc.
1578155,Bourgogne Rouge,Camille Giroud,Rott vin,96670,189.0,Bourgogne,Camille Giroud,2015.0,13.00%,Kryddigt & Mustigt,Pinot noir.
15818,Faustino VII,,Rott vin,22662,79.0,Rioja,Faustino Martínez,2015.0,13.00%,Kryddigt & Mustigt,"Tempranillo 95%, mazuelo 5%"
162237,Maria,Weisser Riesling Noble Late Harvest,Vitt vin,80972,159.0,Western Cape,Neethlingshof Estate,2014.0,9.00%,Sott,
1624,Villa Antinori,,Rott vin,2300,150.0,Toscana,Marchesi Antinori,2014.0,13.00%,Kryddigt & Mustigt,"60% sangiovese, 20% cabernet sauvignon, 15% merlot och 5% syrah."
1630,Barolo,Serralunga d'Alba Fontanafredda,Rott vin,2305,249.0,Piemonte,Fontanafredda,2013.0,14.00%,Stramt & Nyanserat,Nebbiolo.
163432,Capitel de'Roari,Amarone,Rott vin,12366,100.0,Venetien,Luigi Righetti,2013.0,15.00%,Kryddigt & Mustigt,
1636,Ruffino,Chianti,Rott vin,2310,85.0,Toscana,Ruffino,2015.0,12.50%,Mjukt & Barigt,Sangiovese.
1637,Ruffino,Chianti,Rott vin,2310,49.0,Toscana,Ruffino,2015.0,13.00%,Mjukt & Barigt,Sangiovese.
1641626,Larmandier-Bernier Terre de Vertus Premier Cru,Blanc de Blancs,Mousserande vin,97765,499.0,Champagne,Larmandier-Bernier,2010.0,12.50%,Vitt Torrt,
1642034,Larmandier-Bernier Longitude,Premier Cru,Mousserande vin,94330,399.0,Champagne,Larmandier-Bernier,,12.50%,Vitt Torrt,Chardonnay.
1642042,Gardelin,Klinec,Vitt vin,97569,288.0,Primorski,Klinec,2012.0,13.50%,Fylligt & Smakrikt,Pinot sivi (pinot gris).
1642059,Hey Malbec,,Rott vin,96881,145.0,Cuyo,Riccitelli Wines,2016.0,14.00%,Fruktigt & Smakrikt,Malbec.
1642060,Malvazija,Klinec,Vitt vin,98681,288.0,Primorski,Klinec,2012.0,13.50%,Fylligt & Smakrikt,Malvasia bianca.
1642077,Ata Rangi,Pinot Noir,Rott vin,93857,359.0,Wellington N Z,Ata Rangi,2014.0,14.00%,Kryddigt & Mustigt,Pinot noir.
1642082,Clos Henri,Sauvignon Blanc,Vitt vin,95621,199.0,Marlborough,Clos Henri,2015.0,13.50%,Friskt & Fruktigt,Sauvignon blanc.
1642086,Pertois-Lebrun,Nuances Blanc de Blancs Extra Brut,Mousserande vin,78924,350.0,Champagne,Pertois Lebrun Champagne,,12.00%,Vitt Torrt,
164269,Cacadu Ridge,Semillon Chardonnay,Vitt vin,2060,67.0,South Eastern Australia,AUS Oenoforos,,12.00%,Friskt & Fruktigt,Semillon och chardonnay.
164272,Cacadu Ridge,Bin 14 Cabernet sauvignon Shiraz,Rott vin,2010,75.0,South Eastern Australia,Oenoforos S A,2016.0,14.00%,Fruktigt & Smakrikt,Cabernet sauvignon och shiraz.
16434,Taittinger,Brut Reserve,Mousserande vin,7422,225.0,Champagne,Taittinger,,12.00%,Vitt Torrt,"40% chardonnay, 35% pinot noir och 25% pinot meunier."
1643564,Salon Blanc de Blancs,SalonDelamotte,Mousserande vin,95978,3799.0,Champagne,SalonDelamotte,2006.0,12.00%,Vitt Torrt,Chardonnay.
1643582,Louis Roederer,Brut Vintage,Mousserande vin,96263,1250.0,Champagne,Louis Roederer,2009.0,12.00%,Vitt Torrt,
1643597,Louis Roederer,Rose,Mousserande vin,96351,1250.0,Champagne,Louis Roederer,2010.0,12.00%,Rose,
16456,Torley,Gála Sec,Mousserande vin,7319,60.0,,Hungarovin,,11.50%,Vitt Halvtorrt,"Zenit, fendant, riesling, grüner veltliner"
16465,Biecher,Riesling,Vitt vin,12284,99.0,Alsace,Jean Biecher,2016.0,12.00%,Friskt & Fruktigt,Riesling.
164670,Domaene Gobelsburg,Kamptal Grüner Veltliner,Vitt vin,2775,99.0,Niederosterreich,Schloss Gobelsburg,2016.0,12.50%,Friskt & Fruktigt,Grüner veltliner.
16471,Black Tower,Rivaner,Vitt vin,6045,189.0,Rheinhessen,Reh Kendermann,2016.0,8.50%,Druvigt & Blommigt,Rivaner.
164943,Briccotondo,Barbera,Rott vin,2773,89.0,Piemonte,Fontanafredda,2016.0,13.50%,Fruktigt & Smakrikt,Barbera.
165264,Brolio,,Rott vin,2705,129.0,Toscana,Barone Ricasoli,2015.0,13.50%,Kryddigt & Mustigt,Sangiovese.
165297,Cappello di Prete,,Rott vin,2727,89.0,Apulien,Candido,2013.0,13.50%,Kryddigt & Mustigt,Negroamaro.
165487,Chablis,Jean de Chaudenay,Vitt vin,2430,149.0,Bourgogne,Jean de Chaudenay,2015.0,12.50%,Friskt & Fruktigt,Chardonnay.
165557,Piper-Heidsieck,Cuvee Rare,Mousserande vin,81173,1598.0,Champagne,Charles Heidsieck,,12.00%,Vitt Torrt,
16594,Jacob's Creek,Semillon Chardonnay,Vitt vin,16434,69.0,South Eastern Australia,Orlando,2016.0,12.50%,Friskt & Fruktigt,Semillon och chardonnay.
166098,Winkl,Sauvignon,Vitt vin,2799,159.0,Trentino-Alto Adige,Cantina Terlan,2016.0,13.50%,Friskt & Fruktigt,Sauvignon blanc.
166504,Amarone Classico,,Rott vin,12363,109.0,Venetien,Ca' Montini,2013.0,15.00%,Kryddigt & Mustigt,"Corvina veronese, rondinella, molinara."
166635,Piper-Heidsieck,Brut,Mousserande vin,7332,379.0,Champagne,Charles Heidsieck,,12.00%,Vitt Torrt,"55% pinot noir, 30% pinot meunier och 15% chardonnay."
16666,Chablis Vieilles Vignes Sainte Claire,J M Brocard,Vitt vin,5595,199.0,Bourgogne,J M Brocard,2015.0,12.50%,Friskt & Fruktigt,Chardonnay.
166663,Palmer & Co,Vintage Brut,Mousserande vin,7867,349.0,Champagne,Palmer & Co,2009.0,12.00%,Vitt Torrt,
16852,Château Grillon,,Vitt vin,4115,129.0,Bordeaux,,2015.0,13.50%,Sott,"85% semillon, 10% sauvignon blanc och 5% muscadelle."
16864,Masi,Amarone Costasera,Rott vin,2345,299.0,Venetien,Masi,2012.0,15.00%,Kryddigt & Mustigt,"70% corvina, 25% rondinella och 5% molinara."
1687391,Macán Clásico,,Rott vin,96373,299.0,Rioja,Benjamin de Rothschild &Vega Sicilia,2013.0,14.00%,Stramt & Nyanserat,Tempranillo.
1687792,Quinta do Ameal,Loureiro,Vitt vin,94287,129.0,Minho,Quinta do Ameal,2016.0,11.50%,Friskt & Fruktigt,Loureiro.
